"index_no";"Company";"TypeName";"inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"Price"
673;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.3;55092
674;"Lenovo";"Notebook";35.6;1366;768;0;"AMD";"E-Series E2-9000";"2.20";4;"SSD";"128";"0";"AMD";"  Radeon R2 Graphics";"windows";2.2;18595
675;"HP";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Nvidia";"  GeForce 940MX";"windows";1.63;37243
676;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1050";"windows";2.4;68944
677;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.1;60473
678;"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";"1.10";8;"Flash Storage";"64";"0";"Intel";"  HD Graphics 500";"other";1.4;26374
679;"LG";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.09;122491
680;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";16;"SSD";"256";"0";"Nvidia";"  GeForce GTX 1050 Ti";"windows";2.5;69211
681;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.2;53168
682;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.10";4;"SSD";"128";"0";"Intel";"  HD Graphics 500";"windows";1.86;22324
683;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";16;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1060";"windows";3.21;109277
684;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";"2.00";4;"SSD";"256";"0";"AMD";"  Radeon R5 520";"windows";2.5;37243
685;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Intel";"  UHD Graphics 620";"windows";1.19;79867
686;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.90";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";3.49;149917
687;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"AMD";"  Radeon 520";"windows";1.86;32640
688;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";"  Radeon R5 M430";"windows";2.2;29073
689;"HP";"Notebook";17.3;1920;1080;0;"AMD";"A10-Series 9600P";"2.40";6;"HDD";"2048";"0";"AMD";"  Radeon R7 M440";"windows";2.65;30316
690;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";"  HD Graphics 510";"windows";2.1;16943
691;"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics 510";"other";1.45;19980
692;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.7;37243
693;"HP";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"500";"0";"Nvidia";"  Quadro M1200";"windows";3.14;101658
694;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.42;137995
695;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.5;51841
696;"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics";"windows";1.4;14332
697;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.38;93187
698;"Asus";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core M";"0.90";4;"Flash Storage";"64";"0";"Intel";"  HD Graphics 515";"other";1.2;35644
699;"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";"  HD Graphics 520";"windows";1.36;100007
701;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.56;43636
702;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";"2.90";4;"SSD";"256";"0";"AMD";"  Radeon 530";"windows";2.2;21259
703;"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9720P";"3.60";8;"HDD";"1024";"0";"AMD";"  Radeon R7";"windows";2.2;22857
704;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"1024";"Intel";"  HD Graphics 620";"windows";2.1;33111
705;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"N/A";1.9;23976
706;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";2.18;42358
707;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";"1.60";1;"SSD";"256";"0";"Intel";"  UHD Graphics 620";"windows";1.6;53227
708;"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Nvidia";"  Quadro M520M";"windows";2.18;98834
709;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";1.8;63456
710;"HP";"Notebook";17.3;1920;1080;0;"AMD";"A10-Series 9620P";"2.50";6;"HDD";"2048";"0";"AMD";"  Radeon 530";"windows";2.71;34899
711;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050 Ti";"windows";2.5;66547
712;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.80";8;"SSD";"256";"0";"Nvidia";"  GeForce 930MX";"linux";1.64;58022
713;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"linux";1.98;38681
714;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics 500";"windows";1.5;15877
715;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.60";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.93;76012
716;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"  GeForce 920MX";"windows";1.87;45665
717;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.9;62817
718;"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A6-Series 7310";"2.00";4;"HDD";"500";"0";"AMD";"  Radeon R4";"windows";2.19;15877
719;"Mediacom";"Notebook";14.0;1920;1200;0;"Intel";"Atom Z8350";"1.92";4;"HDD";"32";"0";"Intel";"  HD Graphics 400";"windows";1.4;14119
720;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";"  GeForce 930MX";"windows";2.63;63936
721;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";"2.50";64;"SSD";"512";"0";"Intel";"  HD Graphics 520";"windows";1.17;89864
722;"HP";"2 in 1 Convertible";13.3;1366;768;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.58;44574
723;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.32;79867
724;"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";"2.80";32;"Hybrid";"1024";"1024";"Nvidia";"  GeForce GTX 1070";"windows";4.36;194973
725;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050 Ti";"windows";2.7;71847
726;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"N/A";1.9;26102
728;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i3";"2.40";4;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";1.71;34579
729;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"AMD";"  Radeon R7 M445";"linux";2.32;31410
730;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";"3.00";4;"HDD";"1024";"0";"AMD";"  Radeon 520";"windows";2.1;26054
731;"Acer";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.60";16;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1060";"windows";4.2;103097
732;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";12;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";2.25;34579
733;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";"3.00";6;"Hybrid";"128";"1024";"AMD";"  Radeon 520";"windows";2.1;34632
734;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";"  HD Graphics 620";"windows";2.4;29784
735;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.44;51149
736;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";4;"HDD";"1024";"0";"Intel";"  HD Graphics 620";"windows";1.85;41505
737;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Nvidia";"  Quadro M2200";"windows";2.6;128884
738;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";"1.60";8;"HDD";"1024";"0";"Intel";"  UHD Graphics 620";"windows";1.55;35112
739;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1060";"windows";1.8;111594
740;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";2.4;21887
741;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce 940MX";"windows";2.0;64309
742;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";2.0;35431
743;"Toshiba";"Notebook";14.0;1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.25;81785
744;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.7;53227
745;"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";"2.80";16;"SSD";"1024";"0";"Nvidia";"  Quadro M520M";"windows";2.5;175771
746;"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";"1.60";2;"Flash Storage";"32";"0";"Intel";"  HD Graphics 400";"other";1.68;17582
747;"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";0.81;87859
749;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.6;60031
750;"HP";"Workstation";17.3;1920;1080;0;"Intel";"Xeon E3-1535M";"2.90";16;"SSD";"256";"0";"Nvidia";"  Quadro M2000M";"windows";3.0;233846
751;"Lenovo";"Netbook";11.6;1366;768;1;"Intel";"Celeron Dual";"1.60";4;"SSD";"128";"0";"Intel";"  HD Graphics 400";"windows";1.4;25308
752;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.40";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";1.84;101232
753;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.30";4;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 950M";"N/A";2.45;30849
755;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i7";"2.70";4;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";2.37;45283
756;"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i5";"1.80";8;"SSD";"256";"0";"Intel";"  HD Graphics 540";"windows";1.3;63883
757;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050";"windows";2.2;58555
758;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";"2.60";8;"SSD";"256";"0";"Nvidia";"  Quadro M1000M";"windows";2.59;83170
759;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";4.42;152860
760;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";2.1;31915
761;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050";"windows";2.5;55837
762;"Dell";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.18;99048
763;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";"1.20";8;"SSD";"256";"0";"Intel";"  HD Graphics 615";"other";1.1;83064
764;"Asus";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.2;60153
765;"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";1.65;45235
766;"Acer";"Notebook";13.3;1366;768;0;"Intel";"Core i5";"2.30";4;"SSD";"128";"0";"Intel";"  HD Graphics 520";"windows";1.6;34898
767;"Asus";"Notebook";17.3;1366;768;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"1024";"0";"Nvidia";"  GeForce 920MX";"windows";2.8;25060
768;"Dell";"Gaming";15.6;3840;2160;1;"Intel";"Core i7";"2.60";16;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 960M";"windows";2.72;58555
769;"Samsung";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.31;85195
770;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"1024";"0";"Intel";"  HD Graphics 505";"linux";2.1;15877
771;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";16;"";"0";"0";"AMD";"  Radeon R7 M445";"windows";2.3;62938
772;"Samsung";"2 in 1 Convertible";15.0;1920;1080;1;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"AMD";"  Radeon 540";"windows";1.71;95851
773;"Toshiba";"Notebook";14.0;1366;768;0;"Intel";"Core i5";"2.30";4;"SSD";"128";"0";"Intel";"  HD Graphics 520";"windows";1.75;54346
774;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.62;58555
776;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";"2.70";12;"HDD";"2048";"0";"Nvidia";"  GeForce 940MX";"windows";2.3;44702
777;"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Nvidia";"  Quadro M2000M";"windows";2.5;126274
778;"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";1.8;33886
779;"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"  GeForce GTX 1060";"windows";1.95;154459
780;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Dual";"1.10";8;"SSD";"128";"0";"Intel";"  HD Graphics 505";"windows";2.0;31004
781;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";32;"Hybrid";"1024";"1024";"Nvidia";"  GeForce GTX 1070M";"windows";4.42;191211
782;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.60";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";4.3;125208
783;"Toshiba";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.60";16;"SSD";"512";"0";"Nvidia";"  GeForce 930M";"windows";1.47;93986
784;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Quad";"1.60";8;"HDD";"1024";"0";"Intel";"  HD Graphics 405";"N/A";2.2;17529
785;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.7;122491
786;"MSI";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1060";"windows";1.6;100752
787;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1050";"windows";2.2;58022
788;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";4;"HDD";"1024";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.4;53227
789;"Acer";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1060";"windows";4.2;122491
790;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.62;52481
791;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX1060";"windows";2.24;71342
792;"Vero";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics 500";"windows";1.22;10811
793;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.37;104962
794;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"AMD";"  Radeon R7 M460";"windows";2.08;51096
795;"Apple";"Ultrabook";12.0;2304;1440;0;"Intel";"Core M";"1.20";8;"Flash Storage";"512";"0";"Intel";"  HD Graphics 5300";"macos";0.92;62071
796;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.42;124142
797;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";"1.10";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics 500";"windows";1.63;15931
798;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.50";8;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";1.95;43157
799;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.38;71875
800;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";"2.00";8;"SSD";"256";"0";"AMD";"  Radeon R5 M420X";"windows";2.0;39374
801;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"  Quadro M2200";"windows";3.14;110018
802;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";2.37;58555
803;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.29;79867
804;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.06;93187
805;"Dell";"Netbook";11.6;1366;768;0;"Intel";"Pentium Quad";"1.10";4;"SSD";"128";"0";"Intel";"  HD Graphics 505";"windows";1.63;39640
806;"HP";"Netbook";12.5;1366;768;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.26;74006
807;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";2.1;41558
808;"HP";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9700P";"2.50";8;"HDD";"2048";"0";"AMD";"  Radeon R7 Graphics";"windows";2.04;33513
809;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"  GeForce GTX 1050 Ti";"windows";2.62;89457
810;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Nvidia";"  GeForce 920M";"windows";2.4;32448
811;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";12;"HDD";"1024";"0";"AMD";"  Radeon RX 580";"windows";3.74;93187
812;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"512";"1024";"Nvidia";"  GeForce GTX 1070";"windows";2.9;128671
813;"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";0.81;79867
814;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Nvidia";"  GeForce GT 940MX";"windows";1.98;51202
815;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"AMD";"  Radeon R5 M420";"windows";2.18;42081
816;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.32;99048
817;"Razer";"Ultrabook";12.5;3840;2160;1;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.29;95851
818;"HP";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"16";"0";"Intel";"  HD Graphics 400";"other";1.23;20513
819;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"128";"1024";"Nvidia";"  GeForce GTX 1060";"windows";4.36;133467
820;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";1.76;40226
821;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";2.1;26102
822;"Toshiba";"Ultrabook";14.0;1366;768;0;"Intel";"Core i5";"2.50";4;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";1.25;58075
823;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"  HD Graphics 620";"windows";1.13;133147
824;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"  GeForce GTX 1050";"windows";2.4;63883
825;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";"2.50";8;"Flash Storage";"256";"0";"Intel";"  HD Graphics 620";"windows";1.13;99900
826;"Toshiba";"Notebook";14.0;1366;768;0;"Intel";"Pentium Dual";"2.10";4;"SSD";"128";"0";"Intel";"  HD Graphics 510";"windows";1.75;26587
827;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.1;72354
828;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"  HD Graphics 520";"windows";1.76;31169
829;"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storage";"32";"0";"Intel";"  HD Graphics 400";"other";1.35;18914
830;"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";"2.40";8;"SSD";"128";"0";"Intel";"  HD Graphics 620";"windows";1.5;32980
831;"Razer";"Gaming";17.3;3840;2160;1;"Intel";"Core i7";"2.90";32;"SSD";"512";"0";"Nvidia";"  GeForce GTX 1080";"windows";3.49;292987
832;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";"2.60";16;"SSD";"512";"0";"Intel";"  HD Graphics 520";"windows";1.1;111835
833;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Nvidia";"  GeForce 920";"linux";2.1;27652
834;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"  HD Graphics 520";"windows";1.7;63190
835;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";"  HD Graphics 620";"windows";1.32;87912
836;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";3.21;147832
837;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"  GeForce GTX 1070";"windows";2.9;128884
838;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";"2.40";4;"HDD";"500";"0";"Intel";"  HD Graphics 620";"windows";2.0;35644
839;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Quad";"1.60";4;"Flash Storage";"16";"0";"Intel";"  HD Graphics 400";"other";1.5;17316
840;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"128";"0";"Intel";"  HD Graphics 620";"windows";2.3;31435
